gene	01_SW_sgCTRL_Norm	02_SW_sgCTRL_Norm	17_SW_sgRELB_3_Hyp	18_SW_sgRELB_3_Hyp
DSCR9	23	11	34	34
VPS26C	1616	1254	1949	1960
DYRK1A	1772	1438	2680	2705
LOC105372797	0	1	5	0
LOC105372798	21	16	56	59
KCNJ6	0	0	9	10
LOC107985507	0	0	0	0
KCNJ6-AS1	0	0	0	0
LOC101928368	0	0	0	1
DSCR4	0	0	0	0
DSCR8	0	0	0	0
DSCR10	0	0	0	0
KCNJ15	0	0	0	0
LOC105372801	0	0	0	0
LINC01423	0	0	0	0
LOC107985513	0	0	0	0
ERG	4	1	0	1
LOC105372802	0	0	0	0
LINC00114	0	0	0	0
LOC107985480	1	3	2	3
ETS2	3787	2959	5092	5351
LOC101928398	0	0	0	0
LOC400867	4	2	13	9
LINC01700	0	0	0	0
LINC02940	155	103	635	632
LOC105372803	4	4	25	42
LINC02943	37	28	208	188
PSMG1	2284	1799	1713	1615
BRWD1	1308	1125	2018	1984
BRWD1-AS2	7	7	27	21
BRWD1-AS1	1	0	2	2
HMGN1	4538	3682	6185	6052
LOC105372804	1	0	1	0
GET1-SH3BGR	0	0	0	0
GET1	309	253	453	436
LCA5L	36	28	94	78
SH3BGR	3	3	7	8
MIR6508	0	0	0	0
B3GALT5-AS1	18	20	24	23
B3GALT5	225	178	117	134
IGSF5	11	5	13	19
LOC107985499	0	0	0	0
LOC107985500	0	0	0	0
PCP4	3	1	27	36
DSCAM	0	0	7	10
MIR4760	0	0	0	0
DSCAM-AS1	0	0	0	0
LOC105369294	0	0	0	0
DSCAM-IT1	0	0	0	0
LINC00323	13	10	117	100
LOC107985495	41	26	269	248
MIR3197	2	2	9	7
BACE2	4233	3500	9937	10380
PLAC4	2	0	4	7
FAM3B	2	3	8	10
MX2	119	86	403	428
MX1	200	120	605	599
TMPRSS2	28	27	83	105
LOC105372809	0	0	0	0
PCSEAT	0	0	0	0
LOC105372812	0	0	0	0
LOC107985478	0	0	0	0
LOC105372813	0	0	0	0
LINC00111	0	0	0	0
LINC00479	1	0	0	1
LINC00112	0	0	0	1
RIPK4	85	61	139	162
MIR6814	0	0	0	0
LOC102724800	1	0	3	0
PRDM15	452	345	610	557
C2CD2	665	464	521	543
SNORA91	0	0	0	0
ZBTB21	682	528	938	900
ZNF295-AS1	5	3	11	7
LOC107985502	3	1	3	2
UMODL1	0	0	0	0
UMODL1-AS1	0	0	0	0
ABCG1	99	62	303	346
LOC105372814	1	0	2	1
TFF3	0	1	0	0
TFF2	7	1	23	23
LOC105372815	1	0	2	0
TFF1	0	0	1	5
TMPRSS3	125	80	825	849
UBASH3A	1	0	3	0
RSPH1	12	10	43	35
RSPH1-DT	1	1	3	3
SLC37A1	225	169	332	378
LOC107987299	0	1	15	6
LOC101928212	3	4	1	2
LINC01671	6	2	4	8
LOC101928255	0	0	10	13
PDE9A	169	132	393	380
LOC105372816	1	0	2	4
PDE9A-AS1	0	0	0	0
LOC107985504	1	0	1	1
LINC01668	0	1	5	2
LOC107985479	0	0	0	0
WDR4	853	661	536	604
LOC105372817	15	16	23	25
NDUFV3	866	722	1258	1275
ERVH48-1	0	0	1	1
MIR5692B	0	0	0	0
PKNOX1	1020	773	1125	1035
CBS	64	48	78	83
U2AF1	0	0	0	0
LOC101928369	2	1	4	0
FRGCA	0	0	0	0
LOC107987300	2	2	0	0
CRYAA	0	0	0	0
LOC105372821	0	0	0	0
LINC00322	0	0	3	4
LINC01679	0	0	0	0
LOC105377137	0	1	1	1
LOC107987301	0	0	0	1
SIK1	10	6	21	28
LOC107987302	0	0	0	0
LINC00319	0	1	4	10
HSF2BP	38	39	59	47
LINC00313	0	0	0	0
LOC102723380	0	0	0	0
H2BC12L	0	0	0	0
MIR6070	0	0	0	0
RRP1B	3885	3074	3193	3157
PDXK	4651	3749	7870	7740
LOC105372824	75	50	259	244
CSTB	2445	1934	2772	2801
LOC105372825	0	0	0	0
RRP1	1945	1466	1505	1514
AATBC	26	29	107	109
AGPAT3	2926	2306	2994	3085
LOC105372826	0	0	0	0
LOC105372829	0	0	0	0
TRAPPC10	1229	924	1754	1668
PWP2	21	13	10	11
GATD3	5	9	3	4
LINC01678	0	0	0	0
LOC105377139	0	0	0	0
LOC107983952	0	0	0	0
LOC102725065	0	0	0	0
ICOSLG	20	12	12	4
DNMT3L	1	0	0	0
DNMT3L-AS1	0	0	0	0
AIRE	0	1	0	1
PFKL	3436	2562	8253	8850
CFAP410	287	240	808	878
TRPM2	1023	781	1031	1082
TRPM2-AS	69	48	152	143
LRRC3-DT	0	0	1	1
LRRC3	259	205	312	335
LINC02575	1	1	2	2
TSPEAR	32	21	71	83
TSPEAR-AS1	45	39	119	112
TSPEAR-AS2	44	27	87	123
KRTAP10-1	0	0	0	0
KRTAP10-2	0	0	0	0
KRTAP10-3	0	0	0	0
KRTAP10-4	0	0	1	0
KRTAP10-5	0	0	0	0
KRTAP10-6	0	0	0	0
KRTAP10-7	0	0	0	0
KRTAP10-8	0	0	0	0
KRTAP10-9	0	0	0	0
KRTAP10-10	0	0	0	0
KRTAP10-11	0	0	0	0
KRTAP12-4	0	0	0	0
KRTAP12-3	0	0	0	0
KRTAP12-2	0	0	0	0
KRTAP12-1	0	0	0	0
KRTAP10-12	0	0	0	0
UBE2G2	2450	1939	2525	2415
LINC01424	14	19	29	22
SUMO3	4411	3387	5671	5809
PTTG1IP	12796	10260	18782	19267
ITGB2	17	12	212	243
LOC107987303	0	0	0	0
ITGB2-AS1	38	18	275	295
LINC01547	49	32	113	110
LOC112268278	6	3	28	26
SLX9	611	417	513	483
LOC107985497	11	5	11	5
LINC00163	0	0	0	1
LINC00165	0	0	0	0
PICSAR	0	0	0	0
LOC105372836	15	10	20	23
SSR4P1	52	44	92	139
ADARB1	744	568	1387	1340
LOC105372835	0	0	0	0
LINC00334	8	5	6	1
POFUT2	618	502	1150	1164
LINC00205	692	532	1381	1434
LOC105372838	11	9	60	53
LINC00316	3	0	2	1
LOC105372839	0	1	1	0
LL21NC02-21A1.1	54	34	115	114
COL18A1	4512	3416	7076	7517
COL18A1-AS2	0	0	1	0
COL18A1-AS1	3	0	0	0
MIR6815	0	0	0	0
SLC19A1	1326	1032	797	796
LOC107987304	2	4	4	8
LOC107985485	2	0	0	0
LINC01694	5	2	18	13
PCBP3	10	16	33	38
PCBP3-AS1	0	0	0	1
LOC101928796	3	4	26	27
LOC105372841	8	7	29	28
COL6A1	1087	817	2357	2487
LOC105372842	0	0	0	0
COL6A2	17	23	51	50
FTCD	3	5	6	4
FTCD-AS1	0	0	0	0
SPATC1L	1	0	1	0
LSS	543	372	523	547
SNORD159	0	0	0	0
MCM3AP-AS1	106	84	124	123
MCM3AP	3779	3083	4306	4492
YBEY	390	306	541	563
C21orf58	840	619	1626	1631
PCNT	2525	2079	2977	3114
DIP2A	1237	943	2020	2062
DIP2A-IT1	2	3	3	1
S100B	0	0	1	0
PRMT2	1656	1279	3068	3174
LOC105379418	18	16	15	21
FRG1FP	13	13	33	24
LOC107984037	2	0	0	0
LOC102723769	0	0	0	0
LOC107987323	0	0	0	0
LOC105379516	1	0	2	1
LOC105379428	0	0	0	0
OR11H1	0	0	0	0
LOC112268291	0	0	0	0
POTEH	0	0	0	0
POTEH-AS1	0	0	0	0
PSLNR	0	0	0	0
LOC107987324	0	0	0	0
DUXAP8	72	59	91	78
BMS1P22	0	0	0	0
CCT8L2	0	0	0	0
TPTEP1	0	1	1	1
LOC112268292	0	1	0	0
ANKRD62P1-PARP4P3	1	0	0	0
LINC01665	0	0	0	0
XKR3	1	0	0	0
HSFY1P1	0	0	0	0
GAB4	0	0	0	0
CECR7	12	6	1	5
IL17RA	523	407	606	647
TMEM121B	19	15	56	65
LINC01664	1	1	1	1
HDHD5	1795	1262	1775	1906
HDHD5-AS1	5	3	14	12
ADA2	0	0	2	3
LOC107985573	0	0	0	0
CECR3	0	0	0	0
CECR2	7	7	15	12
SLC25A18	42	34	44	37
LOC105372850	0	0	0	0
LOC101929372	1	1	0	4
ATP6V1E1	2243	1846	2673	2755
BCL2L13	2079	1641	2270	2257
BID	1198	897	1065	1122
MIR3198-1	0	0	0	1
LINC00528	2	0	1	0
MICAL3	1295	948	1236	1266
MIR648	0	0	0	0
LINC01634	0	0	0	0
LOC105372853	0	0	0	1
PEX26	1672	1332	1547	1699
TUBA8	94	68	54	59
USP18	32	18	53	47
FAM230D	0	0	0	0
LOC105372858	0	0	0	0
LOC105379518	0	0	0	0
FAM247D	0	0	0	0
FAM230J	0	0	0	0
LOC107987325	0	0	0	0
FAM230A	0	0	0	0
GGTLC3	0	0	0	0
TMEM191B	6	1	16	3
PI4KAP1	79	53	141	133
RIMBP3	7	8	7	14
FAM246B	0	0	0	0
FAM230E	0	0	0	0
FAM247C	0	0	0	1
GGT3P	0	0	0	0
POM121L15P	0	0	0	0
FAM230F	0	0	0	0
DGCR6	0	0	0	0
PRODH	0	0	0	0
LOC122455341	0	0	0	0
DGCR5	174	126	182	173
FAM246C	0	0	0	0
DGCR2	1746	1325	2332	2336
DGCR11	23	25	64	44
ESS2	396	263	394	441
TSSK2	0	0	0	0
LOC112268297	2	0	5	0
GSC2	0	0	0	0
LINC01311	47	31	57	51
SLC25A1	2148	1591	2384	2515
CLTCL1	132	119	239	246
LOC112268289	0	0	2	3
LOC105372859	3	0	5	7
HIRA	2321	1768	1605	1639
MRPL40	602	477	720	703
C22orf39	434	319	545	589
UFD1-AS1	145	134	239	243
UFD1	1748	1326	2144	2132
CDC45	1601	1212	1093	1143
CLDN5	1	3	2	4
LINC00895	0	0	0	0
SEPTIN5	0	0	3	4
SEPT5-GP1BB	0	0	22	18
GP1BB	0	0	0	0
LOC105372861	0	0	1	0
TBX1	5	2	5	4
GNB1L	182	169	95	123
RTL10	998	777	911	964
TXNRD2	591	463	905	964
COMT	411	328	423	456
MIR4761	0	0	0	0
ARVCF	444	338	560	675
TANGO2	505	391	765	706
MIR185	0	0	0	0
DGCR8	1314	1094	1232	1328
MIR3618	0	0	0	0
MIR1306	0	0	0	0
TRMT2A	867	627	749	878
MIR6816	0	0	0	0
RANBP1	4320	3360	2640	2586
SNORA77B	0	0	0	0
ZDHHC8	1267	954	1368	1406
CCDC188	32	28	233	217
LINC02891	1	0	0	0
LOC105372862	15	11	11	5
LINC00896	11	17	12	13
LOC105372863	0	0	0	0
RTN4R	429	307	393	441
LOC105372864	3	4	7	4
MIR1286	0	0	0	0
DGCR6L	606	440	838	878
FAM230G	1	0	0	0
ZNF74	439	311	398	441
SCARF2	4	3	10	9
LOC107985588	4	2	5	4
KLHL22	463	316	849	920
LOC101928824	4	9	10	19
MED15	2638	2005	2722	2899
POM121L4P	0	0	0	0
LOC107985584	5	6	3	6
TMEM191A	46	51	62	59
PI4KA	1799	1422	2576	2855
SERPIND1	3	4	0	1
SNAP29	1058	880	1331	1396
CRKL	2723	2096	3185	3235
LINC01637	22	19	42	41
AIFM3	40	29	59	42
LZTR1	1209	932	1394	1432
THAP7	494	362	539	556
THAP7-AS1	31	14	55	55
TUBA3FP	2	1	4	3
P2RX6	38	23	165	181
SLC7A4	60	37	125	95
MIR649	1	0	0	0
P2RX6P	2	0	0	2
LRRC74B	0	0	2	0
BCRP2	0	0	0	0
LOC112268299	0	0	0	0
FAM230B	0	0	0	0
FAM247A	0	0	0	0
GGT2	0	0	0	0
POM121L8P	1	0	1	0
FAM230H	0	0	0	0
LINC01651	0	0	0	0
FAM246A	0	0	0	0
RIMBP3B	0	0	0	1
HIC2	209	172	302	315
LOC105377191	0	0	0	0
TMEM191C	6	3	4	5
PI4KAP2	5	1	3	4
RIMBP3C	0	0	0	0
UBE2L3	2544	2016	2248	2259
YDJC	1324	1025	900	1058
CCDC116	38	26	14	14
SDF2L1	488	367	383	444
LOC107985532	97	64	206	217
MIR301B	0	0	0	0
MIR130B	0	0	0	0
PPIL2	1381	1044	1387	1459
YPEL1	85	63	168	166
MAPK1	5344	4228	5019	4985
PPM1F	1661	1294	1160	1177
PPM1F-AS1	14	11	35	23
TOP3B	538	397	552	567
PRAMENP	0	0	0	0
LOC102724653	0	0	0	0
VPREB1	0	0	0	0
LOC105372952	7	2	22	9
BMS1P20	198	157	366	335
LOC101929255	0	0	0	0
ZNF280B	0	0	0	0
ZNF280A	0	0	0	0
PRAME	0	0	0	0
LL22NC03-63E9.3	0	0	0	0
POM121L1P	0	0	0	0
GGTLC2	0	0	0	0
LOC112267890	0	0	0	0
LL22NC03-102D1.18	0	0	0	0
LOC107985542	0	0	0	0
LOC107985543	0	0	0	0
LOC105372948	0	0	0	0
MIR650	0	0	0	0
LOC102724638	0	0	0	0
MIR5571	0	0	0	0
IGLL5	0	0	0	0
LOC105372947	0	0	0	0
RSPH14	1	4	16	11
GNAZ	96	67	158	176
RAB36	336	269	452	526
BCR	1092	895	1260	1338
FBXW4P1	10	12	29	21
LOC107985554	1	0	0	0
LINC02556	0	0	0	0
CES5AP1	0	0	0	0
ZDHHC8P1	0	0	0	0
LOC107985555	0	0	0	0
LINC01659	0	0	0	0
FAM230I	0	0	0	0
LINC02557	0	0	0	0
LOC107985580	0	0	0	0
PCAT14	0	0	0	0
LOC105372957	0	0	0	0
IGLL1	0	0	0	0
DRICH1	0	0	0	1
GUSBP11	185	132	161	150
RGL4	76	53	73	71
ZNF70	102	91	200	184
VPREB3	2	1	0	2
C22orf15	0	0	0	0
CHCHD10	0	0	0	0
LOC107985577	0	0	0	0
MMP11	0	0	0	0
SMARCB1	0	0	0	0
DERL3	2	1	1	0
SLC2A11	0	0	0	0
MIF-AS1	0	0	0	0
MIF	0	0	0	0
LOC107985558	0	0	0	0
LOC100652871	0	0	0	0
GSTT2B	5	1	6	5
DDTL	0	0	1	0
DDT	0	0	0	0
GSTT2	0	0	0	0
GSTT4	0	0	0	0
LOC105372959	0	0	0	0
CABIN1	1992	1603	1963	2117
SUSD2	147	124	377	388
GGT5	447	320	387	411
POM121L9P	17	16	25	29
SPECC1L-ADORA2A	0	1	0	0
SPECC1L	1174	920	1004	1095
LOC105372960	0	0	0	0
ADORA2A	0	0	0	2
ADORA2A-AS1	9	3	6	6
UPB1	0	0	1	0
GUCD1	2869	2115	2910	2971
SNRPD3	3893	3291	3068	2944
GGT1	10	10	38	29
LRRC75B	118	82	169	187
BCRP3	0	0	0	0
POM121L10P	0	1	0	0
LOC105372962	0	0	0	0
PIWIL3	0	0	0	0
TOP1P2	0	1	0	0
SGSM1	12	5	17	17
TMEM211	0	0	0	0
KIAA1671	404	354	475	496
KIAA1671-AS1	0	0	0	0
CRYBB3	3	1	3	1
CRYBB2	15	6	10	12
LOC105372969	0	0	0	0
IGLL3P	1	0	3	0
LRP5L	42	26	29	31
CRYBB2P1	335	291	494	474
MIR6817	0	0	0	0
GRK3-AS1	0	0	0	0
GRK3	284	208	206	176
LOC105372964	0	0	0	0
MYO18B	0	1	7	5
MYO18B-AS1	0	0	0	0
LOC102724801	0	0	0	0
LINC02559	0	0	0	0
LOC105372971	0	0	0	0
SEZ6L	0	0	0	1
SEZ6L-AS1	0	0	0	0
ASPHD2	77	48	53	66
HPS4	1254	981	936	917
SRRD	438	331	301	292
TFIP11	874	624	974	994
TFIP11-DT	48	28	63	66
TPST2	432	301	355	386
MIR548J	0	0	0	0
CRYBB1	1	0	6	7
CRYBA4	1	1	1	2
MIAT	38	26	76	68
MIATNB	31	26	31	35
LOC105372976	4	6	20	13
LOC110091768	0	0	0	1
LINC01422	0	0	1	0
LOC107985582	0	0	0	0
LOC284898	0	0	0	0
LOC107985534	0	0	0	3
LOC105372977	0	0	0	0
LINC01638	1	0	3	0
LINC02554	0	0	0	0
LOC105372979	0	0	0	0
LOC102724900	0	0	0	0
LOC105372980	0	0	0	0
LOC105372981	0	0	0	0
MN1	30	30	204	245
LOC107985529	0	0	0	1
PITPNB	3368	2731	2489	2465
TTC28-AS1	100	86	160	144
MIR3199-1	0	0	0	0
MIR3199-2	0	0	0	0
TTC28	0	1	3	5
MIR5739	0	0	0	0
LOC101929594	0	0	0	0
CHEK2	313	289	295	273
HSCB	170	177	199	184
CCDC117	664	577	888	847
XBP1	1092	870	881	891
LOC107985549	0	0	0	1
ZNRF3	3521	2787	4374	4615
ZNRF3-AS1	1	1	4	3
C22orf31	2	0	1	1
KREMEN1	1276	1001	906	977
LOC101929638	2	6	16	12
EMID1	56	33	86	93
LOC105372985	0	0	1	1
RHBDD3	708	533	1021	1032
EWSR1	7832	6021	7596	7927
GAS2L1	473	353	496	555
RASL10A	15	14	36	33
AP1B1	3260	2416	3205	3358
SNORD125	10	14	18	13
RFPL1	2	1	2	1
LOC102723305	4	0	1	1
RFPL1S	0	0	0	0
LOC107985541	1	0	1	0
NEFH	5	5	5	4
THOC5	1328	1046	993	944
NIPSNAP1	1667	1289	1673	1882
NF2	1019	777	1381	1546
CABP7	3	7	18	13
ZMAT5	220	184	255	314
UQCR10	1318	1091	1138	1119
ASCC2	1544	1205	1487	1509
MTMR3	1242	946	1985	2105
MIR6818	0	0	0	0
HORMAD2-AS1	0	0	0	0
HORMAD2	0	0	3	6
LOC105372988	1	2	11	12
LIF-AS1	14	5	41	50
LIF	1953	1441	2261	2359
LIF-AS2	42	30	48	52
OSM	0	1	4	3
CASTOR1	35	19	64	83
TBC1D10A	385	304	539	570
SF3A1	5792	4351	4173	4476
CCDC157	62	59	151	162
KIAA1656	34	22	68	60
RNF215	223	187	443	491
SEC14L2	457	346	555	547
LOC105372989	0	1	11	6
MTFP1	1192	929	1251	1277
LOC105372990	21	11	8	21
SEC14L3	1	0	0	0
LOC105372991	0	0	0	1
SDC4P	0	0	0	2
LOC107985579	0	0	0	2
SEC14L4	1337	1040	1767	1895
SEC14L6	90	82	145	188
GAL3ST1	5	2	8	12
PES1	2869	2176	2308	2250
TCN2	185	113	671	667
SLC35E4	361	290	252	274
DUSP18	64	39	74	71
OSBP2	96	71	129	102
MIR3200	0	0	0	0
LOC105372994	0	0	0	3
LOC107985544	15	8	25	22
MORC2-AS1	0	0	0	0
MORC2	1710	1324	1826	1822
TUG1	3195	2754	4627	4432
SMTN	2695	1979	2153	2179
SELENOM	11	15	31	30
INPP5J	105	96	157	186
LOC105372995	0	0	0	0
PLA2G3	1	2	2	0
MIR3928	0	0	0	0
RNF185	970	745	1103	1095
LIMK2	855	655	1062	1042
PIK3IP1	66	61	236	255
LOC105372997	1	1	0	5
PATZ1	1048	825	1127	1141
PIK3IP1-DT	3	1	3	3
LINC01521	162	142	423	470
DRG1	1678	1288	1262	1363
EIF4ENIF1	863	661	834	965
SFI1	642	510	735	682
PISD	736	554	607	664
MIR7109	0	0	1	0
PRR14L	553	476	740	825
DEPDC5	426	358	446	440
LOC105372998	1	0	5	5
YWHAH-AS1	7	7	24	23
YWHAH	4098	3055	3401	3651
LINC02558	0	0	0	0
SLC5A1	32	36	10	6
LOC105373000	0	0	0	0
AP1B1P1	1	0	1	0
C22orf42	0	1	0	1
RFPL2	0	0	3	7
SLC5A4-AS1	13	6	34	23
SLC5A4	1	0	0	2
LOC107985561	0	0	0	0
RFPL3	0	0	0	0
RFPL3S	0	0	0	1
LOC339666	4	3	4	7
RTCB	2999	2406	2968	3145
BPIFC	0	0	0	0
FBXO7	2419	1806	2508	2474
SYN3	1	1	6	5
SYN3-AS1	0	0	0	0
LOC105373003	0	0	0	0
LOC107985545	0	0	0	0
LOC105373002	0	1	3	0
TIMP3	1335	1019	6370	6875
LINC01640	1	0	1	0
LARGE1	364	242	414	430
MIR4764	0	0	0	0
LOC105373007	0	0	0	0
SNORA50B	0	0	0	0
LARGE-AS1	0	0	0	0
LARGE1-AS1	0	0	2	2
LINC01643	0	0	0	0
LL22NC03-13G6.2	0	0	0	0
LOC105373012	0	0	0	0
LOC105373013	0	0	0	0
LINC02885	0	0	0	0
LOC105373014	0	0	0	0
LOC105373016	0	0	0	0
LOC105373015	0	0	0	0
ISX	0	0	0	1
LINC01399	4	5	4	4
LOC105373017	3	5	8	1
HMGXB4	980	818	1103	1089
TOM1	478	364	928	975
MIR3909	1	0	0	0
MIR6069	0	0	0	0
HMOX1	289	224	312	323
MCM5	4685	3664	3074	3288
RASD2	92	57	172	181
LOC107985590	0	0	0	0
MB	0	0	0	0
LOC284912	0	1	0	0
APOL6	228	160	357	419
APOL5	0	0	0	0
RBFOX2	86	53	91	90
LOC102723507	0	0	1	0
APOL3	31	24	85	91
APOL4	0	0	6	4
APOL2	720	573	1718	1788
APOL1	127	118	558	546
LOC112268296	0	1	1	0
MYH9	20158	15892	32926	35463
MIR6819	1	2	0	1
MYH9-DT	0	0	2	6
LOC105373018	2	3	8	6
TXN2	1315	1005	1160	1282
FOXRED2	2426	1820	2906	3129
LOC105373020	0	0	0	4
LOC105373019	3	2	2	6
EIF3D	8310	6336	5922	6055
CACNG2	0	0	0	0
CACNG2-DT	4	6	16	10
IFT27	275	200	390	405
PVALB	0	0	0	0
NCF4-AS1	0	0	0	0
NCF4	0	1	0	0
LOC105373022	0	0	0	0
CSF2RB	1	3	18	22
LOC105373023	0	0	0	0
LL22NC01-81G9.3	1	0	0	0
TEX33	0	0	0	0
TST	918	726	1089	1118
MPST	906	671	857	876
LOC112268295	2	1	1	2
KCTD17	451	350	670	710
TMPRSS6	12	4	18	18
IL2RB	144	90	81	76
C1QTNF6	113	82	347	351
SSTR3	0	1	3	2
RAC2	299	215	390	483
LOC107985576	0	0	0	0
CYTH4	37	18	16	12
LOC105373024	0	0	0	1
ELFN2	323	256	423	477
LOC100506271	0	0	0	0
MFNG	18	11	21	44
CARD10	774	595	674	711
CDC42EP1	525	385	657	754
LGALS2	0	0	0	3
GGA1	1809	1403	1539	1561
SH3BP1	917	660	499	576
PDXP-DT	2	5	4	2
PDXP	672	508	577	600
LGALS1	9686	7211	12367	13922
NOL12	594	443	423	404
TRIOBP	1504	1133	2283	2346
LOC102724378	10	9	31	29
H1-0	9991	7683	8397	8885
GCAT	382	347	590	605
GALR3	1	1	1	3
ANKRD54	646	455	579	654
MIR658	0	0	0	0
MIR659	0	0	1	2
EIF3L	8142	6300	6910	6543
MICALL1	1186	945	1992	2232
C22orf23	98	64	248	292
POLR2F	1247	928	721	705
MIR6820	2	0	2	3
SOX10	0	0	0	0
MIR4534	0	0	0	0
PICK1	584	477	707	724
SLC16A8	1	4	31	19
LOC105373027	5	0	20	22
BAIAP2L2	8	4	24	19
PLA2G6	166	120	216	235
MAFF	558	443	861	920
TMEM184B	2166	1640	2487	2776
SNORA92	8	2	17	9
TPTEP2-CSNK1E	1	1	0	1
CSNK1E	7	2	9	3
TPTEP2	0	0	0	0
LOC105373030	0	0	0	1
LOC101927183	0	0	0	0
KCNJ4	172	135	557	617
LOC105373029	0	0	3	2
KDELR3	847	697	1432	1370
DDX17	8302	6672	9030	8880
DMC1	9	10	10	10
LOC105373031	1	4	5	2
FAM227A	36	19	85	73
CBY1	217	160	331	318
TOMM22	936	817	707	723
JOSD1	2624	2077	3062	3087
GTPBP1	1748	1321	1458	1542
SUN2	2151	1760	2415	2472
DNAL4	144	96	193	211
NPTXR	569	433	600	628
CBX6	3467	2733	2967	3093
LOC105373032	0	0	0	0
APOBEC3A	1	2	0	0
LOC105373033	32	19	22	21
LOC107985562	3	8	4	7
APOBEC3B	1612	1274	656	650
APOBEC3B-AS1	0	0	0	0
APOBEC3C	3148	2454	2198	2325
APOBEC3F	719	529	644	641
APOBEC3D	24	19	23	22
LOC107985563	299	208	312	335
APOBEC3G	2628	2041	1322	1276
LOC101927202	46	23	12	15
APOBEC3H	63	44	57	52
CBX7	679	534	873	898
PDGFB	1010	846	2563	2860
RPL3	28193	21528	24589	25813
SNORD83B	17	14	23	15
SNORD83A	11	6	11	9
SNORD139	18	13	22	20
SNORD43	12	8	4	1
SYNGR1	401	328	554	592
TAB1	680	532	809	830
LOC100506472	23	18	27	15
MGAT3	27	19	89	92
MGAT3-AS1	1	0	0	1
MIEF1	773	576	592	610
LOC105373035	0	0	1	1
ATF4	7181	5461	4316	4576
RPS19BP1	1824	1368	1350	1401
CACNA1I	5	6	30	30
ENTHD1	1	1	2	1
GRAP2	41	29	121	115
LOC112268293	2	3	4	5
FAM83F	1050	883	1121	1136
TNRC6B-DT	1	2	3	5
TNRC6B	763	626	1198	1209
ADSL	3259	2440	2340	2336
SGSM3	822	618	1065	1108
SGSM3-AS1	0	1	0	0
MRTFA	1134	802	1628	1663
MRTFA-AS1	2	0	0	0
LOC105373037	0	0	0	0
LOC105373038	3	3	13	3
MCHR1	8	5	1	2
SLC25A17	1288	1041	1397	1310
MIR4766	1	1	0	1
ST13	4664	3819	6154	5962
XPNPEP3	545	397	523	444
DNAJB7	2	3	1	2
RBX1	1115	895	1026	996
SNORD140	0	0	0	2
MIR1281	1	2	3	2
EP300	2011	1736	3057	3187
EP300-AS1	34	25	27	20
L3MBTL2	808	574	788	757
L3MBTL2-AS1	1	0	3	4
CHADL	17	14	28	50
RANGAP1	6372	4759	4280	4542
MIR6889	0	0	1	1
ZC3H7B	2503	1918	2583	2827
TEF	544	425	602	536
LOC100996598	1	1	5	7
LOC105373042	0	0	4	7
TOB2	1603	1200	1451	1512
LOC105373043	3	1	6	5
PHF5A	1453	1034	792	796
ACO2	1697	1280	1612	1709
POLR3H	1253	898	1056	1108
LOC105373044	0	0	0	0
CSDC2	0	1	2	2
PMM1	324	238	422	459
DESI1	1524	1112	1131	1105
XRCC6	14238	11058	11586	11532
SNU13	4343	3231	2773	2902
LOC107985567	83	73	84	75
C22orf46	412	348	777	838
MEI1	35	28	111	75
CCDC134	287	207	266	291
SREBF2-AS1	1	5	2	6
SREBF2	5777	4324	4927	5059
MIR33A	0	0	0	0
SHISA8	9	3	3	5
TNFRSF13C	19	15	60	44
MIR378I	0	0	0	0
CENPM	674	530	575	546
SMIM45	16	19	17	25
SEPTIN3	132	103	188	167
WBP2NL	5	6	13	9
NAGA	458	341	738	737
LOC107985551	1	0	4	1
PHETA2	21	13	8	11
SMDT1	0	0	0	0
NDUFA6	0	0	0	0
NDUFA6-DT	0	0	0	0
LOC105373047	0	0	0	0
CYP2D6	2	1	1	1
LOC112268294	0	0	1	0
LOC102723722	0	0	0	0
CYP2D7	0	0	0	0
LOC105377203	1	0	2	1
TCF20	35	42	28	36
OGFRP1	29	25	19	23
LINC01315	59	36	40	33
NFAM1	3	3	6	14
LOC101927344	2	0	1	2
SERHL	0	0	0	0
LOC101927372	0	0	0	0
RRP7A	1481	1116	1020	1107
SERHL2	41	22	43	50
RRP7BP	145	111	142	118
POLDIP3	2187	1574	1867	1971
RNU12	0	0	0	1
CYB5R3	2027	1485	2996	3393
ATP5MGL	0	0	0	1
A4GALT	125	83	130	129
ARFGAP3	1136	931	1560	1386
PACSIN2	2792	2099	3259	3470
LOC101927393	14	14	26	34
LOC107985550	0	1	1	0
TTLL1-AS1	0	2	1	2
TTLL1	66	51	91	79
BIK	566	383	242	255
MCAT	592	487	457	491
TSPO	2016	1544	1139	1250
TTLL12	4432	3321	1272	1483
SCUBE1	0	1	10	8
SCUBE1-AS2	0	0	0	0
SCUBE1-AS1	0	0	0	0
LOC105373053	0	0	0	0
LINC01639	1	0	0	0
MPPED1	0	0	0	0
EFCAB6-AS1	0	0	0	0
EFCAB6	15	5	49	47
LOC101927474	0	0	1	3
EFCAB6-DT	3	0	8	8
LOC105373058	1	0	0	0
SULT4A1	0	1	2	1
LOC105373057	0	0	0	0
PNPLA5	0	0	0	0
PNPLA3	243	188	275	286
SAMM50	1704	1374	1476	1480
PARVB	2035	1609	2163	2364
LOC107987326	33	18	50	40
PARVG	0	1	4	1
LOC107985570	0	1	0	0
LOC107985571	0	0	0	0
SHISAL1	0	0	0	1
LOC101927499	0	0	0	0
LINC01656	0	0	0	0
